"UID","Rec","Name","Inf","AT Apps","AT Gls","Salary","Min Fee Rls","Pas %","Str","xG"
25022748,"- -  -","Tomáš Koubek","Frt","228","-","$1,282,000 p/a","-","100%",16,"0.00"
2000082463,"- -  -","Jon Karrikaburu","Trn","102","40","$312,000 p/a","$64M","71%",10,"0.53"
45111315,"- -  -","Yuki Soma","","224","28","$304,000 p/a","-","88%",7,"0.95"
28121435,"- -  -","Owen Beck","Trn","13","-","$162,000 p/a","-","86%",9,"0.09"
18111314,"- -  -","Ken Nkuba","Inj","55","5","$44,500 p/a","-","-",11,"-"
37017526,"- -  -","Jens Toornstra","","417","85","$334,000 p/a","-","86%",10,"0.00"
14250859,"- -  -","Giuliano Simeone","Inj","88","37","$291,000 p/a","$12.5M","-",11,"-"
84154025,"- -  -","Leonidas Stergiou","","145","1","$195,000 p/a","-","92%",12,"0.03"
67246382,"- -  -","Álex Sola","","123","5","$195,000 p/a","$54M","88%",10,"0.24"
67246380,"- -  -","Xeber Alkain","","133","26","$236,000 p/a","$5.75M","86%",8,"1.24"
98034811,"- -  -","Jordan Lotomba","Wnt","202","3","$699,000 p/a","-","85%",9,"0.00"
2000054276,"- -  -","Raúl Torrente","","49","-","$195,000 p/a","$10.5M","92%",7,"0.15"
67082063,"- -  -","José Mari","","407","17","$438,000 p/a","$400K","96%",9,"0.00"
67157152,"- -  -","Mariano","","185","73","$286,000 p/a","$5.75M","-",14,"-"
43426109,"- -  -","Mattia Viti","","32","1","$398,000 p/a","-","92%",13,"0.00"
91100532,"- -  -","Philipp Hofmann","","346","110","$908,000 p/a","-","87%",17,"0.85"
61039990,"- -  -","Martin Boyle","","366","96","$487,000 p/a","-","84%",12,"0.25"
49046391,"- -  -","Niels Nkounkou","","65","6","$1,656,000 p/a","-","87%",11,"0.00"
168288,"- -  -","Robin Pröpper","","276","18","$139,000 p/a","-","92%",12,"1.23"
49048372,"- -  -","Quentin Merlin","Trn","57","3","$849,000 p/a","-","91%",11,"0.37"
211504,"- -  -","Florian Miguel","","232","12","$306,000 p/a","-","77%",14,"0.00"
211515,"- -  -","Baptiste Santamaria","","321","22","$836,000 p/a","-","92%",12,"0.40"
91018467,"- -  -","Christian Groß","","410","25","$1,015,000 p/a","-","88%",13,"0.16"
19409448,"- -  -","Vanderson","","88","7","$1,807,000 p/a","-","87%",11,"0.00"
49048599,"- -  -","Joris Chotard","","125","1","$529,000 p/a","-","92%",14,"0.35"
91014816,"- -  -","Mark Uth","Inj","281","84","$1,656,000 p/a","-","-",11,"-"
49056282,"- -  -","Bradley Barcola","","37","5","$6,359,000 p/a","-","-",10,"-"
744635,"- -  -","Ricardo Batista","","193","-","$120,000 p/a","-","52%",13,"0.00"
18104192,"- -  -","Nicolas Raskin","Inj","93","4","$1,299,000 p/a","-","-",11,"-"
18104985,"- -  -","Edon Zhegrova","Wnt","123","16","$2,401,000 p/a","-","83%",8,"0.97"
49061868,"- -  -","Elye Wahi","","86","32","$1,129,000 p/a","-","100%",14,"0.07"
860972,"- -  -","Jonathan de Guzmán","Wnt","401","53","$223,000 p/a","-","-",9,"-"
53146811,"- -  -","Hugo Vetlesen","","181","31","$1,315,000 p/a","-","72%",9,"2.10"
53161610,"- -  -","Marcus Holmgren Pedersen","","144","12","$390,000 p/a","-","85%",8,"0.61"
18106037,"- -  -","Anass Zaroury","Trn","108","21","$1,949,000 p/a","-","59%",8,"0.07"
55009985,"- -  -","André André","Lst","346","53","$340,000 p/a","-","100%",10,"0.00"
55012998,"- -  -","Ivo Pinto","","339","4","$216,000 p/a","-","93%",11,"0.73"
55028148,"- -  -","Josué Sá","","283","15","$139,000 p/a","-","87%",13,"0.23"
58020907,"- -  -","Yury Gazinskiy","Inj","373","30","$640,000 p/a","-","-",11,"-"
18107452,"- -  -","Marco Kana","","52","1","$529,000 p/a","-","66%",13,"0.24"
85141637,"- -  -","Irvin Cardona","Trn","150","32","$961,000 p/a","-","80%",12,"1.09"
67153634,"- -  -","Omar Mascarell","","312","12","$1,602,000 p/a","$13.75M","85%",13,"0.01"
67211745,"- -  -","Javi Ontiveros","Wnt","209","32","$240,000 p/a","$12.25M","-",6,"-"
5128651,"- -  -","Jay Rodriguez","","434","111","$2,144,000 p/a","-","88%",13,"0.24"
5131045,"- -  -","Vito Mannone","","237","-","$401,000 p/a","-","-",15,"-"
5204716,"- -  -","David Marshall","","580","-","$162,000 p/a","-","57%",15,"0.00"
67211796,"- -  -","Cristo","","264","61","$136,000 p/a","-","88%",14,"4.20"
67228278,"- -  -","Eric Curbelo","","225","8","$267,000 p/a","$4.3M","-",12,"-"
67246343,"- -  -","Cristian Rivero","","83","-","$349,000 p/a","$27M","-",5,"-"
67246344,"- -  -","Álex Centelles","Wnt","143","1","$200,000 p/a","$4.1M","-",11,"-"
67258408,"- -  -","Mateu Morey","Inj","19","-","$1,602,000 p/a","-","-",10,"-"
67272136,"- -  -","Ferran Jutglà","","172","56","$696,000 p/a","-","62%",12,"3.11"
67277835,"- -  -","Beñat Prados","Wnt","150","8","$195,000 p/a","$7.75M","85%",12,"0.14"
67279753,"- -  -","Ilaix Moriba","Trn","73","3","$4,273,000 p/a","-","-",12,"-"
93122985,"- -  -","Amin Sarr","","85","20","$1,442,000 p/a","-","80%",13,"0.00"
70138807,"- -  -","Youssouf Ndayishimiye","","99","9","$1,170,000 p/a","-","94%",15,"0.08"
62175134,"- -  -","Njegoš Petrović","Trn","173","5","$199,000 p/a","$4.6M","93%",13,"0.04"
62097738,"- -  -","Igor Vujačić","","282","20","$691,000 p/a","-","86%",14,"0.17"
62075821,"- -  -","Aleksandar Radovanović","Trn","237","9","$362,000 p/a","-","-",14,"-"
72052139,"- -  -","Sam Vines","Trn","128","3","$279,000 p/a","-","90%",10,"0.00"
76040911,"- -  -","Jorge Carrascal","","136","19","$1,870,000 p/a","-","84%",8,"0.22"
18111494,"- -  -","Arne Engels","","58","6","$534,000 p/a","-","94%",11,"0.74"
76047487,"- -  -","Carlos Cuesta","Wnt","179","2","$501,000 p/a","-","88%",13,"0.27"
78091927,"- -  -","Franco Israel","","56","-","$688,000 p/a","$48M","33%",14,"0.00"
78095389,"- -  -","Facundo Pellistri","Trn","69","1","$1,624,000 p/a","-","-",7,"-"
78097218,"- -  -","Martín Satriano","","53","7","$1,107,000 p/a","-","83%",13,"0.04"
24057195,"- -  -","Hrvoje Smolčić","","80","1","$1,335,000 p/a","-","87%",15,"0.07"
61078132,"- -  -","Lewis Ferguson","nEU","182","34","$825,000 p/a","-","89%",15,"1.68"
85084448,"- -  -","Florent Mollet","","313","45","$1,282,000 p/a","-","78%",10,"0.00"
83228369,"- -  -","Alexandre Penetra","","67","3","$449,000 p/a","-","98%",12,"0.36"
85075725,"- -  -","Gaëtan Laborde","","308","98","$2,279,000 p/a","-","78%",14,"1.67"
58123738,"- -  -","Matvey Safonov","","146","-","$1,470,000 p/a","-","78%",15,"0.00"
98033710,"- -  -","Eray Cömert","","170","7","$473,000 p/a","$9.5M","-",13,"-"
98040298,"- -  -","Stefan Knežević","","216","8","$195,000 p/a","-","-",13,"-"
2000006280,"- -  -","Mohamed-Ali Cho","Trn","77","6","$233,000 p/a","$38M","86%",10,"0.13"
2000015266,"- -  -","Jordan Bos","IPR","72","4","$299,000 p/a","-","70%",9,"0.19"
2000019708,"- -  -","Hugo Larsson","","43","3","$1,602,000 p/a","-","92%",11,"0.69"
27045629,"- -  -","Philip Zinckernagel","","309","62","$1,282,000 p/a","-","75%",10,"3.32"
2000023588,"- -  -","Michael Kayode","","40","3","$182,000 p/a","-","92%",13,"0.63"
96059679,"- -  -","Dawid Kownacki","","244","58","$1,442,000 p/a","-","100%",11,"0.14"
2000123482,"- -  -","Murillo","","13","-","$1,949,000 p/a","-","-",14,"-"
2000027892,"- -  -","Micah Hamilton","Wnt","5","1","$195,000 p/a","-","78%",12,"0.36"
2000101248,"- -  -","Marc Pubill","","36","1","$267,000 p/a","$24.5M","-",13,"-"
2000055284,"- -  -","Ângelo","","72","3","$974,000 p/a","-","83%",13,"2.29"
2000080496,"- -  -","Garang Kuol","","36","7","$1,624,000 p/a","-","79%",7,"0.72"
2000100253,"- -  -","El Chadaille Bitshiabu","Inj","14","-","$2,671,000 p/a","-","-",16,"-"
2000165653,"- -  -","Iván Fresneda","","31","-","$1,599,000 p/a","$86M","-",12,"-"
2000210791,"- -  -","Assane Diao","","21","4","$222,000 p/a","$32M","100%",14,"0.25"
27137320,"- -  -","Mikkel Kaufmann","","115","23","$961,000 p/a","-","88%",13,"1.14"
28010402,"- -  -","Wes Foderingham","","392","-","$1,429,000 p/a","-","68%",12,"0.00"
95081385,"- -  -","Otávio","Trn","16","-","$202,000 p/a","-","84%",14,"0.28"
28010490,"- -  -","Oliver Norwood","","462","26","$1,624,000 p/a","-","87%",10,"0.95"
19172049,"- -  -","Eduardo Henrique","Frt","120","4","$938,000 p/a","-","-",12,"-"
13129752,"- -  -","Benjamin Tetteh","Inj","182","36","$313,000 p/a","-","-",15,"-"
28021778,"- -  -","Marcus Bettinelli","Inj","225","-","$1,949,000 p/a","-","-",13,"-"
13139098,"- -  -","Moses Simon","","288","57","$1,922,000 p/a","-","76%",10,"0.17"
28047463,"- -  -","Jack Robinson","","244","10","$1,299,000 p/a","-","-",13,"-"
92084880,"- -  -","Maxim Leitsch","","98","2","$1,068,000 p/a","-","90%",13,"0.00"
28067790,"- -  -","Isaac Hayden","Trn","188","9","$3,248,000 p/a","-","64%",13,"2.23"
13158286,"- -  -","Morlaye Sylla","","90","11","$117,000 p/a","$6.5M","85%",14,"3.82"
28098206,"- -  -","Kieran Dowell","Inj","144","27","$1,039,000 p/a","-","-",9,"-"
92079501,"- -  -","Steffen Tigges","","198","51","$748,000 p/a","-","85%",15,"0.69"
28101903,"- -  -","Reece Oxford","Inj","98","2","$1,389,000 p/a","-","-",14,"-"
13183090,"- -  -","Kamal Sowah","","117","11","$1,114,000 p/a","-","71%",11,"1.25"
83261917,"- -  -","Eduardo Quaresma","Wnt","56","2","$251,000 p/a","$48M","84%",12,"0.00"
92057437,"- -  -","Carlinhos","","195","25","$150,000 p/a","-","80%",12,"0.36"
92028423,"- -  -","Danny da Costa","","229","4","$1,068,000 p/a","-","83%",15,"0.05"
58133082,"- -  -","Alexandr Sobolev","","182","73","$2,145,000 p/a","-","87%",14,"2.64"
83261927,"- -  -","Tiago Tomás","","92","11","$1,923,000 p/a","-","81%",11,"0.09"
92021650,"- -  -","Anthony Jung","","366","15","$961,000 p/a","-","89%",13,"0.00"
13197577,"- -  -","Majeed Ashimeru","","204","15","$696,000 p/a","-","72%",12,"1.23"
19220270,"- -  -","Daniel Fuzato","","43","-","$248,000 p/a","$2.7M","-",14,"-"
92018045,"- -  -","Tobias Kempe","","417","63","$694,000 p/a","-","85%",12,"0.00"
92012093,"- -  -","Kevin Stöger","","276","23","$908,000 p/a","-","89%",10,"0.13"
92012092,"- -  -","Raphael Holzhauser","Frt","372","69","$473,000 p/a","-","78%",15,"0.76"
13225891,"- -  -","Yira Sor","","70","7","$836,000 p/a","-","73%",5,"2.27"
91206105,"- -  -","Rocco Reitz","","46","3","$427,000 p/a","-","86%",10,"0.27"
28127371,"- -  -","Hugo Bueno","","22","-","$325,000 p/a","-","100%",11,"0.00"
91203085,"- -  -","Reda Khadra","","60","8","$501,000 p/a","-","91%",11,"0.00"
83282675,"- -  -","Alexsandro Ribeiro","Wnt","110","9","$704,000 p/a","-","89%",15,"0.47"
29122252,"- -  -","Joe Worrall","Trn","240","5","$2,599,000 p/a","-","90%",15,"0.00"
29139721,"- -  -","Gabriel Osho","Inj","98","3","$1,429,000 p/a","-","-",15,"-"
29160165,"- -  -","Jacob Brown","Inj","211","36","$1,494,000 p/a","-","-",13,"-"
29164969,"- -  -","Jordan Zemura","nEU","59","3","$546,000 p/a","-","83%",10,"0.00"
29177374,"- -  -","Alfie Doughty","","110","11","$1,429,000 p/a","-","85%",9,"0.06"
91188349,"- -  -","Noah Atubolu","","86","-","$1,335,000 p/a","-","57%",14,"0.00"
29193986,"- -  -","Rhys Norrington-Davies","Inj","130","2","$1,169,000 p/a","-","-",13,"-"
91184334,"- -  -","Maduka Okoye","","94","-","$686,000 p/a","-","-",15,"-"
19298224,"- -  -","Alanzinho","","58","7","$139,000 p/a","-","79%",6,"0.54"
91178618,"- -  -","Can Bozdogan","","71","2","$223,000 p/a","-","92%",11,"0.13"
91178617,"- -  -","Darko Churlinov","Inj","61","9","$696,000 p/a","-","-",8,"-"
91175877,"- -  -","Paul Jaeckel","","133","4","$855,000 p/a","-","92%",14,"0.06"
19319320,"- -  -","Rodrigão","","124","6","$1,068,000 p/a","-","94%",16,"1.09"
35014447,"- -  -","Manuel Riemann","","465","-","$1,068,000 p/a","-","82%",12,"0.00"
35017406,"- -  -","Manuel Gulde","","249","12","$1,229,000 p/a","-","-",14,"-"
36078367,"- -  -","Vasilis Barkas","","144","-","$279,000 p/a","-","45%",12,"0.00"
37012888,"- -  -","Danny Post","","325","16","$83,500 p/a","-","93%",15,"0.00"
19335371,"- -  -","Lucas Pires","","33","-","$303,000 p/a","-","85%",11,"1.16"
37028399,"- -  -","Mickey van der Hart","","233","-","$125,000 p/a","-","-",12,"-"
37039865,"- -  -","Nick Olij","","235","-","$153,000 p/a","-","81%",12,"0.00"
37047573,"- -  -","Tyronne Ebuehi","Wnt","167","4","$686,000 p/a","-","86%",11,"0.45"
37048149,"- -  -","Django Warmerdam","","223","11","$167,000 p/a","-","91%",12,"0.21"
37049835,"- -  -","Bart Nieuwkoop","Inj","150","7","$390,000 p/a","-","-",11,"-"
19348862,"- -  -","Kaio Jorge","nEU","58","8","$1,650,000 p/a","-","87%",12,"0.31"
37052200,"- -  -","Tarik Tissoudali","","257","84","$908,000 p/a","-","71%",9,"2.48"
19354886,"- -  -","Vinicius Souza","ESC","93","3","$1,949,000 p/a","-","88%",12,"0.26"
15086586,"- -  -","Lewis Miller","","107","1","$130,000 p/a","-","90%",14,"0.22"
19354888,"- -  -","Reinier","Wnt","62","10","$462,000 p/a","$50M","-",13,"-"
91175633,"- -  -","Jessic Ngankam","Trn","73","20","$1,763,000 p/a","-","78%",15,"0.00"
91175522,"- -  -","Luca Pfeiffer","","248","81","$1,015,000 p/a","-","86%",16,"0.86"
37053977,"- -  -","Azor Matusiwa","Trn","158","1","$1,011,000 p/a","-","88%",13,"0.04"
37059427,"- -  -","Mitchell van Bergen","","177","17","$279,000 p/a","-","88%",8,"0.00"
85046580,"- -  -","Mehdi Bourabia","Trn","218","13","$1,393,000 p/a","-","-",13,"-"
37074900,"- -  -","Sepp van den Berg","","97","2","$780,000 p/a","-","89%",14,"0.07"
16097159,"- -  -","André Ramalho","","304","25","$1,950,000 p/a","-","89%",13,"0.58"
37076465,"- -  -","Denso Kasius","","70","6","$163,000 p/a","-","83%",12,"0.00"
37077008,"- -  -","Sven Mijnans","","152","23","$223,000 p/a","-","83%",11,"2.03"
91151069,"- -  -","Linton Maina","Wnt","124","14","$908,000 p/a","-","-",8,"-"
17001262,"- -  -","Alexandr Martynovich","","385","9","$512,000 p/a","-","87%",15,"0.00"
85041077,"- -  -","Benjamin Lecomte","","315","-","$1,115,000 p/a","-","98%",14,"0.00"
91151058,"- -  -","Jan-Niklas Beste","Wnt","113","20","$588,000 p/a","-","80%",8,"0.70"
91144396,"- -  -","Robin Hack","","151","30","$1,068,000 p/a","-","82%",8,"0.08"
43006598,"- -  -","Carlo Pinsoglio","","209","-","$600,000 p/a","-","-",12,"-"
18007261,"- -  -","Sébastien Bruzzese","","78","-","$156,000 p/a","-","58%",11,"0.00"
18018640,"- -  -","Thomas Kaminski","","362","-","$1,949,000 p/a","-","71%",11,"0.00"
43093403,"- -  -","Stefano Sabelli","","318","6","$536,000 p/a","-","85%",11,"0.31"
91001071,"- -  -","Timothy Chandler","Lst","323","25","$1,335,000 p/a","-","92%",14,"0.00"
18032134,"- -  -","Julien de Sart","","254","22","$362,000 p/a","-","87%",11,"0.46"
43161669,"- -  -","Michele Di Gregorio","","201","-","$1,393,000 p/a","-","77%",13,"0.00"
43298002,"- -  -","Marco Carnesecchi","Wnt","116","-","$204,000 p/a","-","-",13,"-"
18051993,"- -  -","Rob Schoofs","Inj","304","39","$908,000 p/a","-","68%",6,"2.57"
43371896,"- -  -","Daniel Maldini","Inj","33","3","$600,000 p/a","-","-",11,"-"
18056184,"- -  -","David Henen","Trn","119","8","$249,000 p/a","-","62%",9,"1.25"
18060020,"- -  -","Lucas Pirard","","101","-","$223,000 p/a","-","55%",9,"0.00"
91124147,"- -  -","Maximilian Wittek","","255","10","$908,000 p/a","-","85%",8,"0.00"
18076764,"- -  -","Alexis de Sart","","181","17","$390,000 p/a","-","73%",8,"0.79"
18077340,"- -  -","Gilles Dewaele","","229","8","$139,000 p/a","-","78%",10,"0.00"
43459075,"- -  -","Michel Ndary Adopo","","61","3","$696,000 p/a","-","92%",14,"0.00"
43459202,"- -  -","Yayah Kallon","nEU","59","2","$493,000 p/a","-","82%",10,"0.37"
85028361,"- -  -","Benjamin André","","476","24","$2,001,000 p/a","-","89%",13,"0.63"
45077916,"- -  -","Kosuke Nakamura","","192","-","$153,000 p/a","$43M","70%",13,"0.00"
45078327,"- -  -","Takuma Asano","Wnt","227","47","$908,000 p/a","-","86%",10,"0.46"
47079007,"- -  -","Terem Moffi","","160","70","$1,994,000 p/a","-","-",17,"-"
91105637,"- -  -","Christoph Zimmermann","","287","7","$694,000 p/a","-","-",15,"-"
18089619,"- -  -","Othmane Boussaid","","154","8","$160,000 p/a","-","88%",5,"0.29"
48042435,"- -  -","Wilfried Kanga","","133","31","$908,000 p/a","-","57%",16,"3.56"
48043092,"- -  -","Stanley Nsoki","","113","1","$1,709,000 p/a","-","-",16,"-"
48044736,"- -  -","Hamza Rafia","","122","9","$439,000 p/a","-","81%",11,"0.10"
92098106,"- -  -","Felix Agu","Inj","90","3","$908,000 p/a","-","77%",9,"0.00"
18097134,"- -  -","Hannes Delcroix","","73","1","$1,299,000 p/a","-","93%",13,"0.00"
48044737,"- -  -","Maxence Caqueret","Wnt","109","4","$3,590,000 p/a","-","89%",10,"0.25"
72047555,"- -  -","Auston Trusty","IPR","207","7","$1,299,000 p/a","-","96%",14,"0.00"
72048187,"- -  -","Bryan Reynolds","","90","3","$473,000 p/a","-","71%",11,"0.36"
79024221,"- -  -","Junior Alonso","IPR","320","16","$1,299,000 p/a","-","94%",13,"0.00"
85057002,"- -  -","Sanjin Prcić","","211","10","$896,000 p/a","-","89%",12,"0.13"
49052370,"- -  -","Azzedine Ounahi","","86","8","$818,000 p/a","-","92%",12,"0.22"
39046159,"- -  -","Alfons Sampsted","","175","4","$279,000 p/a","-","87%",10,"0.96"
37039831,"- -  -","Branco van den Boomen","","292","50","$1,783,000 p/a","-","96%",12,"0.00"
13227048,"- -  -","Hicham Boudaoui","Wnt","132","10","$1,621,000 p/a","-","86%",12,"0.48"
58024318,"- -  -","Christian Noboa","Trn","468","86","$1,194,000 p/a","-","93%",11,"0.66"
67120790,"- -  -","Alberto Perea","Frt","333","52","$195,000 p/a","$3.3M","88%",9,"0.13"
43124226,"- -  -","Lorenzo Montipò","","256","-","$536,000 p/a","-","54%",11,"0.00"
43055073,"- -  -","Luca Garritano","","315","30","$718,000 p/a","-","100%",9,"0.00"
19233489,"- -  -","Vitor Carvalho","","143","6","$418,000 p/a","$32M","91%",13,"0.18"
43212365,"- -  -","Martin Erlić","","139","6","$300,000 p/a","-","96%",14,"0.03"
72056139,"- -  -","Alistair Johnston","","97","6","$845,000 p/a","-","87%",15,"0.35"
18102670,"- -  -","José Luis Rodríguez","","107","12","$187,000 p/a","-","83%",11,"1.17"
43093356,"- -  -","Luca Mazzitelli","","221","20","$2,775,000 p/a","-","90%",13,"0.84"
2000030816,"- -  -","Cristhian Mosquera","","23","-","$195,000 p/a","$32M","100%",15,"0.00"
2000218258,"- -  -","Álvaro Rodríguez","","47","12","$238,000 p/a","$54M","-",15,"-"
92057768,"- -  -","Sargis Adamyan","","287","70","$1,335,000 p/a","-","89%",10,"0.12"
19088570,"- -  -","Ângelo Neto","","257","16","$109,000 p/a","-","91%",12,"0.12"
37060899,"- -  -","Gijs Smal","Inj","149","13","$127,000 p/a","-","-",12,"-"
67240151,"- -  -","Marc Cardona","","209","57","$195,000 p/a","$4.8M","87%",11,"1.28"
19370048,"- -  -","Andrew","","39","-","$142,000 p/a","-","68%",11,"0.00"
18089396,"- -  -","Gaetan Coucke","","133","-","$279,000 p/a","-","65%",12,"0.00"
860481,"- -  -","Ricky van Wolfswinkel","","406","141","$234,000 p/a","-","91%",10,"2.64"
37074626,"- -  -","Yorbe Vertessen","Trn","74","17","$223,000 p/a","-","85%",13,"0.37"
43391662,"- -  -","Andrea Carboni","","47","3","$996,000 p/a","-","92%",14,"0.06"
1405073,"- -  -","Nicolas Viola","","330","45","$1,489,000 p/a","-","-",10,"-"
92071481,"- -  -","Finn Dahmen","","88","1","$1,282,000 p/a","-","62%",12,"0.00"
57154415,"- -  -","Alex Dobre","","109","13","$206,000 p/a","-","88%",8,"0.16"
43390940,"- -  -","Alessandro Zanoli","Trn","71","3","$793,000 p/a","-","81%",14,"0.00"
67060845,"- -  -","Borja García","Wnt","443","62","$182,000 p/a","$2.9M","-",9,"-"
92065574,"- -  -","Patrick Mainka","Wnt","309","29","$694,000 p/a","-","93%",16,"0.00"
37063774,"- -  -","Sam Beukema","","120","13","$964,000 p/a","-","91%",16,"0.13"
83231172,"- -  -","Dani","Trn","78","5","$120,000 p/a","-","92%",12,"0.00"
29111156,"- -  -","Christian Burgess","","349","23","$374,000 p/a","-","81%",15,"0.44"
37001833,"- -  -","Kostas Lamprou","","223","-","$139,000 p/a","-","-",11,"-"
25057908,"- -  -","Tomáš Čvančara","","98","38","$1,602,000 p/a","-","84%",14,"0.06"
83278291,"- -  -","João Gonçalves","","9","-","$92,000 p/a","-","55%",14,"0.00"
92016245,"- -  -","Fabian Schnellhardt","Wnt","275","20","$427,000 p/a","-","89%",12,"0.00"
2000082598,"- -  -","Stefan Bajčetić","","14","1","$520,000 p/a","-","91%",9,"0.00"
67154285,"- -  -","David Gil","","137","-","$353,000 p/a","$27M","50%",12,"0.00"
72056310,"- -  -","Kevin Paredes","","74","4","$908,000 p/a","-","80%",7,"0.30"
83206395,"- -  -","Francisco Moura","","81","7","$195,000 p/a","-","84%",12,"0.01"
19124580,"- -  -","César","Inj","47","-","$164,000 p/a","-","-",14,"-"
37055838,"- -  -","Che Nunnely","","147","29","$69,500 p/a","-","89%",9,"0.73"
92016239,"- -  -","Mario Engels","","272","43","$167,000 p/a","-","84%",11,"0.64"
55005547,"- -  -","Fernando Varela","","426","27","$120,000 p/a","-","98%",16,"0.26"
